[0:00:12] ちくお: っわこらだ
[0:18:03] そおお: NARUTOに謝れ
[0:18:04] ringo_ame_0141: NARUTOに謝れ
[0:18:04] furutto110: まあ顔変わってるしね
[0:18:05] enu_xo: Cがない
[0:18:06] amara_2401: なると分からねぇ｡
[0:18:06] もっちにあ: えぺまつりDグループ発表されたぞ
[0:18:07] 祐氣ぽんこ: 確かに昔に比べて老けた声になったよね
[0:18:07] chuwann: らっだぁグループDじゃないよ
[0:18:08] komasannsann: 🍥？
[0:18:08] あげだし丸: 自分で言ってて恥ずかしくないの？
[0:18:08] kuirid: さすさふ
[0:18:08] りらりらりら: 顔も変わったもんね
[0:18:08] ド六角: らだおだってばよ？
[0:18:08] riajuboon: 今えぺまつりグループCより先にグループDが発表されたぞ
[0:18:10] mikan331: 🍥🍥🍥
[0:18:11] 星空くん: 今発表されてたけどお前Dじゃないやん
[0:18:11] _こなた_: さすリス
[0:18:12] たるたるたると: さすりす
[0:18:12] mikan_san: さすりす
[0:18:13] まっちゃくんん: らっだぁCぽいな
[0:18:13] mawt___: せめて火影といえ
[0:18:14] だいちゃ_: え、らっだぁDグループじゃないよ
[0:18:14] ドコサヘキサエン: らだおえぺまつりDいないよ～～～～～～
[0:18:15] dokokara_dokomade: さすりす
[0:18:15] yu_ai89: さすリス
[0:18:15] mira_889: D発表きたよー
[0:18:16] kokodayoooooooo: 待つなよ
[0:18:16] てません: さすリス
[0:18:17] 8325dsrt: 8Gまってるよ
[0:18:17] yuity_: さすりす
[0:18:18] bishop_fq: さすりす
[0:18:18] kijinrin: ？？？「らっだぁは無能」
[0:18:18] remiiiii_28: さすリス
[0:18:18] こもり: さすリス
[0:18:19] らむ麦: さすりす
[0:18:20] ei_0322: さすリス
[0:18:20] sigumo_yuka: さすリス
[0:18:20] koronn1101: 四代目らだおが七代目らだおを産んだのか
[0:18:20] kiminonamo: さすりす
[0:18:20] lee21211: さすりす
[0:18:20] 夜の星海: さすリス
[0:18:20] みみと: さすリス
[0:18:20] umime: よく人格変わるけどそれ？
[0:18:20] PEI_OwO_: さすりす
[0:18:20] n_paa: さすリス
[0:18:21] radodo26: Dおらんかったよ
[0:18:21] r0_0Ru_ruru: さすりす
[0:18:22] ﾓﾃﾝ: さすりす
[0:18:22] amara_2401: さすリス
[0:18:23] pepettochan: さすリス
[0:18:23] hima_norita: さすりす
[0:18:24] kero_ppi1: さすリス
[0:18:24] nobume0v0: さすリス
[0:18:24] mikan331: さすリス
[0:18:24] taimeshi3: じゃあcか
[0:18:24] rourou_da: さすリス
[0:18:25] yumemiruneco: さすリス
[0:18:25] seiyou_817: サスリス
[0:18:25] mmoonneeoo: さすリス
[0:18:26] runa_xx1023: さすリス
[0:18:26] tera_takan: ナルトがメキメキと成長とか嫌だ
[0:18:26] kokodayoooooooo: さすリス
[0:18:27] Akojonny: えぺまつりグループD発表あったけどらだおいない
[0:18:27] てません: リスナーは優秀だねぇ
[0:18:28] amaebi____: さすりす
[0:18:28] ド六角: さすがらだリス
[0:18:28] mattya157: さすりす
[0:18:29] kuirid: 有能リスナー
[0:18:29] nekomoti1: エペ祭りグループDでたよ
[0:18:29] ruby7_26k: さすリス
[0:18:29] pasu0764: さすリス
[0:18:30] ici1411: さすリス
[0:18:30] nton1023: さすリス
[0:18:30] shushu_1005: ぽぽぽぽぽーん
[0:18:30] 怪盗キッド三世: わこらだ！20万人おめ radaoOme
[0:18:30] Ritsu1211: わこらだ〜
[0:18:30] tokotto: radaoTariki radaoHonganzi
[0:18:31] しかくのさんかく: お
[0:18:31] kanakana1225: さすリス
[0:18:31] narunaru4: さすリス
[0:18:31] yamugon09: さすリス
[0:18:32] 夜の星海: リスナー有能らっだぁ無能
[0:18:32] mattyarate113: じゃあCか
[0:18:33] himikokichi_06: まじ？
[0:18:33] yukidaruna: さすリス
[0:18:33] みつおうぎ: 配信者と違ってリスナーは有能だね
[0:18:34] あらんえむかーびぃ: はえーー
[0:18:35] ruchi_13: wwww
[0:18:35] rui_sk39: wwwwww
[0:18:35] ﾓﾃﾝ: え？
[0:18:35] FU_U03: ww
[0:18:36] mina_0607: え
[0:18:37] dokokara_dokomade: wwww
[0:18:37] yona_0724: まじ
[0:18:37] dejitari: w
[0:18:37] peroki0531: Dグループおらん
[0:18:37] ドコサヘキサエン: わからんけど
[0:18:37] daizu___mame: なんで？？
[0:18:37] cur4kk: え？wwwww
[0:18:37] 梨一: wwww
[0:18:37] kero_ppi1: らだおとは違って有能が多いなぁ
[0:18:38] amara_2401: wwwwwwwww
[0:18:38] しかくのさんかく: wwww
[0:18:38] たるたるたると: ｗｗｗｗｗｗｗｗ
[0:18:38] 燐だよ: wwwwww
[0:18:38] ねこすず: え？
[0:18:38] jasmugi: ？？？？ｗｗｗ
[0:18:38] こんばんは1: ｗｗｗｗｗｗｗｗｗｗ
[0:18:38] yuity_: じゃあEだな
[0:18:38] どなつ: ｗｗｗｗｗ
[0:18:38] ねぎカレー: さすリス
[0:18:38] yona_0724: www
[0:18:38] soze_0204: www
[0:18:39] かがりごまだれ: さすりす
[0:18:39] jandomaru: さすリス
[0:18:39] hima_norita: wwwwww
[0:18:39] kokodayoooooooo: うわぁおwwww
[0:18:39] 8325dsrt: wwwww
[0:18:39] 天然水の水: さすリス
[0:18:39] runa_xx1023: www
[0:18:39] kazusuna: www
[0:18:39] mibuxmibu_: らっだぁCかも
[0:18:39] ディンダン: あれ
[0:18:39] _こなた_: ？？？wwwwwwwwwwwww
[0:18:40] owlf_edamame: さすリス
[0:18:40] ayunosioyaki0223: wwwwwwwww
[0:18:40] evacoler: さすリス
[0:18:40] れもねーどー: wwwwwwwww
[0:18:40] remiiiii_28: wwwwww
[0:18:41] ruby7_26k: www
[0:18:41] an_do121: wwwwww
[0:18:41] n_paa: え？w
[0:18:41] tanuki_pan: わこらだ
[0:18:41] nton1023: wwwwww
[0:18:41] piisuke0428: サスリス
[0:18:41] ichinomyo_taro: なんで?
[0:18:41] ei_0322: www
[0:18:41] ぎょろっとみかん: wwwwwwww
[0:18:41] アブサメ: wwww
[0:18:41] sarami_33: いない
[0:18:41] ここねり: wwww
[0:18:41] ankormoch1_38: www
[0:18:41] world_kohaku: いないね
[0:18:41] 佐須: www
[0:18:42] ぴなむ: なんで？
[0:18:42] Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[0:18:42] るきち: いないね
[0:18:42] nekomaccha: お
[0:18:42] まちばり42: いない
[0:18:42] 魔王だよ: 謎すぎwww
[0:18:42] _よーぐる: www
[0:18:42] 鉛筆びー: wwwwwww
[0:18:42] hima_norita: いないね
[0:18:43] ruchi_13: 居ないねw
[0:18:43] ドコサヘキサエン: いなかった
[0:18:43] PEI_OwO_: じゃあｃじゃんｎ
[0:18:43] 256番: いない
[0:18:43] スティコ: じゃあE
[0:18:43] ｻｧｻ: wwwwww
[0:18:43] 銀河ポテト: これはCだな
[0:18:44] roy_rag: 公式に焦らされてる？
[0:18:44] enu_xo: てことはらっだぁはグループC？
[0:18:44] teisupe_ikuto: ww
[0:18:44] ひろは: いない
[0:18:44] yukidaruna: ハブ？
[0:18:44] yugamiru187: いないよ
[0:18:44] kokodayoooooooo: いない
[0:18:44] koniro_: wwwwwwwwww
[0:18:44] らむねーど: wwwwwwww
[0:18:44] yuna_aaaaaaaaa: wwwwwwwwwwww
[0:18:44] らむ麦: wwwww
[0:18:44] ねけめ: wwwwww
[0:18:45] しのんの: なんでｗｗｗｗｗｗ
[0:18:45] enpt___qmq: wwwww
[0:18:45] r_udhimaru: わこらだ
[0:18:45] ちゃい1221: らっだぁ出れないの？ｗ
[0:18:46] _こなた_: ｃやん
[0:18:46] みみと: wwwww
[0:18:46] zyaki_ra: ｗｗｗｗｗ
[0:18:47] れもねーどー: Fやんwwwwww
[0:18:47] kiminonamo: wwwwwwww
[0:18:47] furutto110: じゃあCだね
[0:18:47] pu_tyan: まじなんでw
[0:18:47] nekomaccha: wwwwwwwwwwwww
[0:18:47] kopepe_: wwww
[0:18:48] ずきゅきゅんた: wwwwwwwwww
[0:18:48] ぎょろっとみかん: いないよ
[0:18:48] arasin2157: wwwww
[0:18:48] goodfriends02: ww
[0:18:49] ぱんだぁぁぁ: wwwwww
[0:18:49] kokodayoooooooo: wwwwwww
[0:18:49] 田中弐号機: www
[0:18:49] hi_oyu: じゃあCか
[0:18:49] てません: wwwww
[0:18:49] のこ汰: wwww
[0:18:49] オクタ: じゃあe?
[0:18:49] ねぎカレー: ｗｗｗｗｗｗ
[0:18:50] remiiiii_28: 居ないwww
[0:18:50] よわはと: wwwwwwww
[0:18:50] ディンダン: いない
[0:18:50] ruu_ha: いないやん
[0:18:50] uta_0713: wwwwww
[0:18:51] owlf_edamame: Cだ
[0:18:51] nobume0v0: なんでw
[0:18:51] kuriimu_wwww: ハブwwww
[0:18:51] さんばみ: wwwwww
[0:18:51] neu_rose: 間違えたんちゃう？
[0:18:51] まここま: ならCかな
[0:18:51] komasannsann: wwwww
[0:18:51] 慧沙: www
[0:18:51] chi__tan_: www
[0:18:51] rio_0227: わこらだ
[0:18:52] coarinko: wwww
[0:18:52] ゆんちゃん〇: じゃあCやな
[0:18:52] pepeyan: わろた
[0:18:52] narunaru4: wwwww
[0:18:52] 雪華0830: これはさすがにC
[0:18:52] 哀れな人の子: あ
[0:18:52] にゃんねね: wwwwww
[0:18:52] suna0056: やっぱり一番下？
[0:18:52] hima_norita: なんでC飛んだのwwwwww
[0:18:53] carbonara10: wwwwww
[0:18:53] sayu_gg: wwwwwwwww
[0:18:53] piisuke0428: w
[0:18:53] ずきゅきゅんた: ハブられた？
[0:18:53] runa_xx1023: あーあwwwwwwwwwwww
[0:18:53] pvanillaice: 取り消された？
[0:18:53] rioniku1515: やっぱりドッキリ？？？？
[0:18:53] kyouyaaa: ほんまや
[0:18:53] himikokichi_06: ほんとだww
[0:18:53] kiminonamo: wwwwwwwwwwwww
[0:18:53] かがりごまだれ: Fやな
[0:18:53] metal_sasami: それC
[0:18:54] mokkii11: 絶対Cじゃん
[0:18:54] bishop_fq: ハブられた？
[0:18:54] r1n_t: Eかぁ…
[0:18:54] amara_2401: じゃあCじゃね？？？？？
[0:18:54] mikan_san: じゃあEか！？
[0:18:54] 鏡神: ハブ
[0:18:54] そおお: wwwwwwwww
[0:18:54] しなやかしょうゆ: www
[0:18:54] sakasa_n: 意図的じゃんwwwwwを
[0:18:54] てません: どうした？
[0:18:54] ici1411: www
[0:18:55] rourou_da: www
[0:18:55] さらしゃ: やっぱりドッキリ？？？
[0:18:55] meg_rita: www
[0:18:55] yugamiru187: Eじゃね？
[0:18:55] tanuki_pan: らっだぁはFランだもんね
[0:18:55] rawalpi: 嫌われてる?
[0:18:56] kijinrin: GroupCかドッキリの二択やん
[0:18:56] kyouka_ky: Cheer1000
[0:18:56] kuirid: あらら
[0:18:56] 鉛筆びー: さすリス
[0:18:56] いりいりこ: Dいなかったよ
[0:18:57] てません: ハブ？？？
[0:18:57] jandomaru: ドンマイ
[0:18:57] kopepe_: やっぱドッキリじゃね
[0:18:58] ekf4hamada: やっぱり呼ばれてないんじゃない？
[0:18:58] marimoko6231: wwwwwwwww
[0:18:58] soze_0204: ハブ
[0:18:58] mibuxmibu_: 人見る感じCじゃね？
[0:18:59] rokunome: wwwwww
[0:18:59] らむ麦: ほんとになんで？www
[0:18:59] dia11313: 君Cだね
[0:18:59] gari30: 草
[0:18:59] nehar_maki: Eかぁ、残念だったね
[0:18:59] saika00002: あ
[0:18:59] ruchi_13: Cなんで？wwwwww
[0:18:59] goodfriends02: ドッキリ？
[0:18:59] akoakoko: wwwww
[0:18:59] zecky310: ドッキリか！？
[0:18:59] peroki0531: Cグループかな
[0:19:00] yua0027: 今ちょうど見てたｗ
[0:19:00] ひじき100: ならEか…
[0:19:00] たるたるたると: やっぱドッキリ
[0:19:00] evacoler: やっぱハブか
[0:19:01] runa_xx1023: えwwwwwwwwwwww
[0:19:01] amaebi____: あ
[0:19:01] roy_rag: www
[0:19:01] radodo26: ハブ
[0:19:01] _こなた_: あ
[0:19:01] みゅーに: ｗｗｗ
[0:19:01] kabinohaetamoti: 嫌い？
[0:19:01] 星空くん: これお前cじゃん
[0:19:02] tukasa0628: フッ
[0:19:02] ミナオ: Eかな
[0:19:02] えぬあい: いない
[0:19:02] coarinko: 嫌われてるんや、、
[0:19:02] ici1411: ww
[0:19:03] enu_xo: いない
[0:19:03] _こっぺぱん: いない説濃厚か？
[0:19:03] r0_0Ru_ruru: cじゃん
[0:19:03] yuity_: うん
[0:19:03] みつおうぎ: ハブられてそう
[0:19:03] himikokichi_06: あ
[0:19:03] yamugon09: www
[0:19:03] cur4kk: ホントのぼっちやなぁ
[0:19:03] mope716: いないねw
[0:19:03] しかくのさんかく: あ
[0:19:03] そおお: ランク外じゃね
[0:19:03] m915_r: ｗｗｗｗｗｗ
[0:19:04] ruu_ha: Eだね
[0:19:04] ayanide_: cは妥当だね
[0:19:04] rai2109: 本当だwwwwww
[0:19:04] PEI_OwO_: あ
[0:19:04] rourou_da: あれ？
[0:19:04] nekomaccha: おめでとう
[0:19:04] EBImaru_0098: www
[0:19:04] remiiiii_28: ハブ
[0:19:05] みずいろか: あ
[0:19:05] nazu_7z: せやな
[0:19:05] ayunosioyaki0223: あ
[0:19:05] ひろは: Aの人に先に決めてもらうため？
[0:19:05] hi_oyu: やっぱりドッキリ
[0:19:05] narooon7676: Fだよ
[0:19:05] てません: ハブじゃん
[0:19:06] nekomaccha: wwwwwwwwwwwww
[0:19:06] sakiritu: いないわ
[0:19:06] mokkii11: ドッキリなんか
[0:19:06] zyagaimo__: 本当だw
[0:19:06] suna0056: 本当に誘われてない説
[0:19:06] ひのした: ほんとだDにいないね
[0:19:06] taito001: 雑魚枠？？？？
[0:19:06] bishop_fq: ハブられたな
[0:19:07] ruchi_13: はやふう！？
[0:19:07] mikan_san: そうじゃね？
[0:19:07] しなやかしょうゆ: やっぱりドッキリ
[0:19:07] amaebi____: ぼっちかwwwwww
[0:19:07] ruan_mt9: じゃあやっぱFランだし、、
[0:19:07] 神威という者: Cじゃね
[0:19:07] furutto110: Cでしょさすがに
[0:19:07] amara_2401: Cだろ…？？？？？
[0:19:07] さんばみ: あ
[0:19:07] れもねーどー: Fだよ
[0:19:08] kuuhaku417: wwwwwww
[0:19:08] まちばり42: ｃっぽい
[0:19:08] 五色椿: あ
[0:19:08] mochimochi_mochimochi: Cに有名どころ集まってる説
[0:19:08] kurasaka128: わこらだ
[0:19:09] tamm_mmmm: あ
[0:19:09] enu_xo: ハブ？w
[0:19:09] daizu___mame: 自信を失うな
[0:19:09] もんじゃ焼きたべたい: やはりドッキリ？
[0:19:09] runa_xx1023: ふうはやー！
[0:19:09] けとせとら: らっだぁ運営側説ある？
[0:19:10] world_kohaku: あ
[0:19:10] ねこすず: あ
[0:19:10] soze_0204: Fやろ
[0:19:10] あらんえむかーびぃ: あ
[0:19:10] ずつうがいたい: じゃあ、c？
[0:19:10] ゆきとよ: あ
[0:19:11] もっちりとろーる: 一人でE
[0:19:11] zakry_39: ドッキリ…
[0:19:11] uragami0805: だおCじゃね？
[0:19:11] みどふぃ: ふうはやくんいる
[0:19:11] こんばんは1: あ
[0:19:11] myuu2001: はやふうくんじゃーん
[0:19:11] ぎょろっとみかん: あ
[0:19:11] ゆずきち619: わこらだ
[0:19:11] an_do121: おお
[0:19:12] pipipi334: え？(e)
[0:19:12] ici1411: 本当だ
[0:19:12] くろやぎちゃん: ドッキリ？
[0:19:12] toubun__: Eか、
[0:19:12] kokodayoooooooo: あ
[0:19:12] n_paa: cやろ
[0:19:12] roy_rag: あ
[0:19:12] dokokara_dokomade: あ
[0:19:12] hururun86: あ
[0:19:12] てません: ふうはやさんな
[0:19:13] koshiann0804: 気まぐれすぎる
[0:19:13] ei_0322: あ
[0:19:13] ｻｧｻ: あ、ハブ？
[0:19:13] だいちゃ_: この感じだとCじゃない？
[0:19:13] つかえない: リスナーいる？
[0:19:13] remiiiii_28: あ
[0:19:13] hima_norita: あ
[0:19:13] kuensa: やっぱりサプライズ
[0:19:13] sasa_7280: わこらだ20人おめ
[0:19:13] ruchi_13: あ
[0:19:13] yona_0724: あ
[0:19:13] yuity_: はっ
[0:19:13] kiminonamo: やっぱz？
[0:19:13] tera_takan: wwww
[0:19:14] mikan_san: あ
[0:19:14] kazusuna: ハブ？
[0:19:14] ほいほい511: ほんまや
[0:19:14] waon875: 弱すぎて...😭
[0:19:14] furutto110: あ
[0:19:14] みどふぃ: あ
[0:19:14] miluku965: お？
[0:19:14] nobume0v0: 運営のミス？
[0:19:14] radodo26: c人多いんじゃね
[0:19:15] こまし: wwwww
[0:19:15] lee21211: はぶ？
[0:19:15] himikokichi_06: どっきり…？
[0:19:15] reugaming7: わこらだ20万おめでとうございます
[0:19:15] どなつ: Ｃ
[0:19:15] tanuki_pan: あ
[0:19:15] maro_72: あ
[0:19:16] otoufu846: ハブ……
[0:19:16] kyouka_ky: あ
[0:19:16] haya3092: @Haya93901043
[0:19:16] koronn1101: らだおCやろ
[0:19:16] 天然水の水: ハブ？
[0:19:16] an_do121: あ
[0:19:16] goodfriends02: あ
[0:19:16] monokulo_: 泣いていいよ
[0:19:16] たるたるたると: あ
[0:19:16] ディンダン: あっ
[0:19:16] ici1411: www
[0:19:17] やくとみ: なんで？
[0:19:17] 厄介: あ
[0:19:17] みみと: あ
[0:19:17] sorararara246: お前の席ねーから
[0:19:17] わらびモち: cだろ
[0:19:17] pu_tyan: それな
[0:19:18] rioapr03: わこらだ
[0:19:18] しかくのさんかく: ；；
[0:19:18] hatsukameno: はぶ
[0:19:18] coarinko: わんちゃんC？
[0:19:18] ta_tago: あ
[0:19:18] owlf_edamame: え、Cっぽくない？
[0:19:18] えぬあい: あ
[0:19:18] ひろは: どっきりあるな
[0:19:19] kuriimu_wwww: 察するな
[0:19:19] sakasa_n: 配信見られてる
[0:19:19] taimeshi3: c
[0:19:19] れもねーどー: あ
[0:19:19] bamubamu_baamu: あ
[0:19:19] たか野: あ
[0:19:19] pelex_dayo: Zじゃない？
[0:19:20] 夜の星海: あ
[0:19:20] rio_0227: あ
[0:19:20] くろやぎちゃん: もしかして解説？
[0:19:20] やくとみ: あ
[0:19:20] amaebi____: あ
[0:19:20] _こなた_: ；；
[0:19:20] kanakana1225: ww
[0:19:20] narunaru4: あ
[0:19:20] sogashi1232: メンバー見る限りCっぽい
[0:19:21] furutto110: hub
[0:19:21] miluku965: どっきはやめんか
[0:19:21] amara_2401: あ〜らら…ドッキリかけられちゃった…？？？？？
[0:19:21] ichinomyo_taro: ドッキリだったかあ...
[0:19:21] neu_rose: Cじゃないの？
[0:19:21] uta_0713: あ
[0:19:21] みつおうぎ: ドッキリだね
[0:19:21] runa_xx1023: 泣いてる？
[0:19:22] hi_oyu: オブザーバーだったりする？
[0:19:22] dia11313: あ
[0:19:22] seiyak2: fだろ
[0:19:22] mibuxmibu_: モニタリング
[0:19:22] らむ麦: C1人？
[0:19:22] itumi434: 参加無し？
[0:19:22] ぴなむ: ッスー
[0:19:22] kaname17ksb: Cだろ自信持て
[0:19:22] kiminonamo: あ
[0:19:22] ひのした: いやCだろ
[0:19:23] baruto837: あ
[0:19:23] kei1239: わこらだです
[0:19:23] まここま: なんでC飛んだんだろ
[0:19:23] kokodayoooooooo: 勘のいいガキは嫌いだよ
[0:19:23] dokokara_dokomade: ；；
[0:19:23] andaru0904: 忘れられてる？
[0:19:23] らむねーど: あ
[0:19:24] amaebi____: おお
[0:19:24] ぱんだぁぁぁ: あ
[0:19:24] noname_nyanpaia: F
[0:19:24] maro_72: wwww
[0:19:24] ici1411: あ
[0:19:24] rekuron379: あ
[0:19:24] skkmrsaki: あ
[0:19:25] koronn1101: あ
[0:19:25] hima_norita: Eだけ20人いる予定だよね？
[0:19:25] soumen652: きずいてしまったか
[0:19:25] ふーら: cどこいった？
[0:19:26] くまべりー: Eは20人もいるからなあ
[0:19:27] _こなた_: Ｃやろ
[0:19:27] zou_san: あ
[0:19:27] PEI_OwO_: ｗｗ
[0:19:28] pasu0764: あ
[0:19:28] mope716: cじゃないの？
[0:19:28] ものる: あ
[0:19:28] EBImaru_0098: 大成功だね
[0:19:28] ゆきゆた: あ
[0:19:28] ド六角: ドッキリ大成功〜
[0:19:28] やくとみ: やっぱドッキリか。
[0:19:29] ekf4hamada: 最終兵器だから最後に発表だよ
[0:19:29] soze_0204: 神視点？
[0:19:29] seiyou_817: ハブ？
[0:19:30] akoakoko: cか〜
[0:19:30] owlf_edamame: やっぱドッキリ
[0:19:30] mikumiku_ru: あ
[0:19:30] nekomoti1: いや、Cでしょ
[0:19:30] yklalala3301: ヒカキンも出てないぞ
[0:19:30] marimoko6231: ドッキリだ…
[0:19:30] ayanide_: Eはヒカキンさんとかでしょ
[0:19:30] world_kohaku: まじか
[0:19:31] あらんえむかーびぃ: ｗｗ
[0:19:31] piisuke0428: あ
[0:19:31] しかくのさんかく: あ
[0:19:32] chai_latte3: この面子でDなの？
[0:19:32] わらびモち: f？
[0:19:32] deeno_vl: 神視点？
[0:19:32] himikokichi_06: www
[0:19:32] ici1411: ww
[0:19:32] SHIROMA_468: 多分ぎゃーいんのせいで落ちてるよ
[0:19:32] n_paa: ;;
[0:19:33] ずきゅきゅんた: てってれー
[0:19:33] zyaimobata: 君のようなカンのいいガキは嫌いだよ
[0:19:33] m_nnm: radaoCry2
[0:19:33] nekomaccha: はぶぶ
[0:19:33] ta_tago: 解説かぁ
[0:19:33] mikan_san: らだおになんか来るわけなかったんだ…
[0:19:34] amaebi____: おっとぉ？
[0:19:34] m915_r: てってれーん
[0:19:34] uragami0805: ダイヤだからCかもね
[0:19:35] narunaru4: 涙拭けよ
[0:19:35] ろーが: ダイヤ2がEってレベル高すぎでしょ
[0:19:35] akakuro324371: らっだぁさん新しく出たあのホラーゲーム、つぐの日をする予定はありますか？
[0:19:35] coarinko: Cじゃないの？
[0:19:35] みつおうぎ: それはおもろいなー
[0:19:36] tanuki_pan: FランのFだよぉ
[0:19:36] kyouyaaa: 泣いていいよ
[0:19:36] ド六角: 解説w
[0:19:36] roy_rag: ほんとに参加だよね？
[0:19:36] ディンダン: www
[0:19:36] たるたるたると: ｗｗ
[0:19:36] reziaisu010: 雑魚やん
[0:19:37] remiiiii_28: wwwwwww
[0:19:37] 銀河ポテト: Cだね
[0:19:37] furutto110: らっだあEは大会壊れるでしょ笑
[0:19:37] 四季猫かぎねこ: 四季猫かぎねこ subscribed at Tier 1. 
[0:19:37] nobume0v0: Cでしょ
[0:19:37] kuensa: ゲストかも
[0:19:37] rioniku1515: マイクラでまとまってる可能性が！！
[0:19:38] taku878: もてあそばれてて草 radaoW radaoW radaoMoeru
[0:19:38] jasmugi: 神視点！？
[0:19:39] amara_2401: 解雇。？？？？？？
[0:19:39] sakiritu: E20人いるしな
[0:19:39] ものる: ヘンディーさんおるんや
[0:19:40] ﾓﾃﾝ: www
[0:19:40] xxx4nthemxxx: 放送事故
[0:19:40] edamame0417: 神視点みたいなw
[0:19:41] みきな: 20万人記念ドッキリ！？
[0:19:41] hima_norita: 尾張だ
[0:19:41] itumi434: 呼ばれてない説
[0:19:41] Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[0:19:41] bun0616: ドッキリだといいな
[0:19:41] FU_U03: wwwww
[0:19:41] radodo26: でもbotいるよ
[0:19:41] roy_rag: www
[0:19:42] よーーひ: 神視点さん！？
[0:19:42] 夜の星海: 絶対むりやろ
[0:19:42] れもねーどー: あ、あ、あ、
[0:19:42] soze_0204: おわるな
[0:19:42] kyouka_ky: www
[0:19:42] jgpmwp: 実はそもそも呼ばれてませんでした〜
[0:19:42] deeno_vl: 実況じゃね
[0:19:42] ひろは: 解説枠はうけるな
[0:19:43] miluku965: 草
[0:19:43] goodfriends02: お
[0:19:43] 五色椿: 爆発するよね
[0:19:43] hi_oyu: ぎゃいーーーん
[0:19:43] gari30: 可能性高なったな
[0:19:44] 前髪が長い: すげぇとうめぇしか言わなそう
[0:19:44] ici1411: w
[0:19:44] おさけチャン: E20人だもんね
[0:19:45] kiminonamo: www
[0:19:45] poncho_popo: シャワー要員
[0:19:45] 祐氣ぽんこ: 陰キャ；；
[0:19:45] 星空くん: 何も喋らず終わりそう
[0:19:45] zecky310: 神視点！？
[0:19:45] haruto412: カメラマンなんじゃね
[0:19:45] dokokara_dokomade: カオナシさん！？
[0:19:46] yuity_: メイド服待ってる
[0:19:46] mibuxmibu_: 叫ぶやんwwwwwwwww
[0:19:46] loupe_5385: ガヤだぞ
[0:19:46] くまべりー: あれるさんの隣に並ぶのか？？
[0:19:47] _こなた_: Ｅヒカさんかもな
[0:19:47] rekuron379: ローバのダンスでE
[0:19:47] hiyokko_hiyoko: ついていけないんだね
[0:19:47] ei_0322: カオナシやん
[0:19:47] tanuki_pan: 叫べるだろ？
[0:19:47] 梨一: カオナシかよ
[0:19:48] ほいほい511: このメンツならCじゃない？
[0:19:48] hatsukameno: なるほど
[0:19:48] minto13579: こんな解説はいやだ らっだぁが解説
[0:19:49] ディンダン: インキャ
[0:19:49] goodfriends02: 聞きたい
[0:19:49] wasabimaguroo: 寿司打やろう
[0:19:49] maro_72: カオナシさん！？
[0:19:49] jandomaru: 泣いていいよ、
[0:19:49] てちに: 陰キャやん
[0:19:50] オデち: 否定ができん
[0:19:50] ta_tago: ぎゃいーん
[0:19:50] sakanoooo: 大事故だよw
[0:19:50] ド六角: あbot
[0:19:51] いる1023: カオナシさん？
[0:19:51] mikan_san: こいつ相槌も打てんねんぞ？
[0:19:51] ゆんちゃん〇: ﾏｽｵﾃﾞｪｽ
[0:19:52] たるたるたると: あ、とおだけ
[0:19:52] 15ais: うまっしか言わなさそう
[0:19:52] おやじちゃん: あーすごい、ここすごいですね！
[0:19:52] rioniku1515: 鼓膜破壊系解説
[0:19:52] yokopi88: 鼓膜潰そう主催者の
[0:19:52] kijinrin: マイクラの解説さえできないのにAPEXの解説できるわけ
[0:19:52] hi_oyu: メイド服きとけ
[0:19:53] ruby7_26k: それはそれでおもろい
[0:19:53] ごり之すけ: エイムがいいですね！
[0:19:53] evacoler: いやGだぞ
[0:19:54] ici1411: 尾張
[0:19:54] るっこらら: radaoWakotu
[0:19:54] kokodayoooooooo: マイクテスト？
[0:19:54] らむねーど: 解説のらっだぁさん！？
[0:19:55] nazu_7z: うおー!は言うやろ
[0:19:56] nattu__: さすがプレデターって言うだけ
[0:19:56] goodfriends02: カオナシ？
[0:19:56] medo_710: 絶叫でわからせたれ
[0:19:56] みつおうぎ: らだおコミュ障だもんな
[0:19:56] enpt___qmq: これEのやつやんww
[0:19:57] kuriimu_wwww: きょどりまくりだぞ
[0:19:57] 8分19秒: CRカップゼロキルはFグループ
[0:19:57] dia11313: 解説勉強しなきゃね
[0:19:57] 魔王だよ: 「あすごいすごい！」ってずっと言ってそう
[0:19:57] ひじき100: 棒読み解説
[0:19:58] わかめご飯: 放送事故
[0:19:58] 狐日和2014: 叫ぶだけだね
[0:19:58] andaru0904: 大御所扱いかも
[0:19:59] バナナチ: ダンス枠じゃない？
[0:19:59] tatsuya5296: てってれー
[0:19:59] narunaru4: ぎゃいーんする？
[0:19:59] やくとみ: www
[0:20:00] azami_88910: らだだとやっぱりオクタンになるの？
[0:20:00] ryope10: スーパープレイする事に鼓膜が………
[0:20:00] coarinko: 鼓膜潰す解説者
[0:20:00] ｻｧｻ: 叫んでるだけ、？？
[0:20:00] lee21211: カオナシ？
